200 200
188 3 1
99 197 2
196 56 1
150 102 2
150 7 1
125 147 2
80 5 1
10 142 2
53 49 1
141 185 2
66 70 1
78 22 2
143 153 1
59 79 2
74 191 1
149 48 2
80 163 1
117 186 2
46 14 1
122 43 2
83 139 1
174 52 2
132 38 1
122 190 2
151 151 1
74 153 2
40 89 1
187 175 2
132 104 1
39 113 2
190 77 1
174 174 2
67 96 1
98 195 2
73 143 1
56 90 2
160 166 1
41 126 2
47 194 1
76 68 2
161 18 1
170 42 2
91 118 1
138 71 2
160 14 1
92 96 2
34 115 1
74 189 2
81 11 1
161 142 2
37 144 1
102 23 2
35 33 1
128 71 2
64 172 1
19 152 2
63 167 1
157 13 2
169 84 1
178 109 2
105 26 1
159 38 2
61 2 1
22 196 2
110 66 1
4 55 2
13 17 1
69 83 2
141 146 1
39 156 2
51 2 1
166 51 2
194 15 1
71 90 2
36 197 1
74 25 2
163 65 1
98 135 2
158 181 1
50 3 2
112 76 1
118 147 2
130 168 1
138 48 2
110 98 1
117 12 2
81 76 1
179 94 2
180 91 1
154 163 2
67 154 1
136 198 2
116 94 1
37 100 2
71 28 1
172 10 2
79 181 1
45 57 2
73 31 1
52 4 2
177 121 1
99 187 2
79 81 1
104 62 2
121 12 1
173 107 2
195 39 1
190 139 2
91 167 1
52 31 2
14 164 1
112 140 2
24 128 1
173 18 2
158 41 1
25 179 2
116 128 1
139 157 2
171 81 1
186 49 2
188 161 1
63 93 2
181 104 1
153 10 2
95 15 1
38 49 2
58 136 1
171 134 2
184 30 1
6 45 2
78 16 1
149 172 2
47 43 1
60 53 2
63 161 1
127 194 2
72 64 1
74 125 2
147 109 1
44 27 2
6 158 1
179 163 2
33 92 1
26 102 2
103 31 1
104 67 2
5 125 1
161 75 2
176 12 1
21 45 2
52 147 1
174 199 2
11 116 1
71 130 2
143 189 1
66 97 2
126 188 1
154 123 2
119 183 1
7 74 2
57 0 1
99 21 2
177 23 1
47 28 2
80 196 1
105 133 2
175 91 1
102 73 2
103 102 1
21 91 2
24 50 1
74 113 2
68 13 1
151 97 2
119 41 1
5 52 2
69 129 1
100 87 2
31 41 1
30 136 2
105 83 1
9 108 2
15 64 1
112 197 2
166 153 1
29 45 2
88 9 1
46 44 2
112 144 1
57 177 2
14 79 1
34 152 2
18 88 1
78 178 2
190 159 1
91 114 2
102 27 1
45 173 2
158 174 1
30 121 2
1 93 1
38 115 2
55 112 1
78 62 2
96 18 1
41 79 2
4 95 1
4 63 2
45 9 1
16 199 2
192 162 1
195 175 2
44 18 1
85 120 2
90 128 1
106 125 2
0 126 1
144 172 2
59 13 1
95 151 2
155 74 1
192 110 2
48 195 1
26 193 2
118 54 1
87 99 2
45 65 1
172 55 2
130 26 1
184 181 2
37 90 1
47 74 2
185 196 1
97 156 2
130 32 1
30 109 2
159 160 1
121 115 2
2 164 1
30 197 2
180 121 1
5 85 2
12 152 1
90 192 2
68 158 1
110 23 2
3 14 1
72 95 2
194 70 1
102 182 2
188 64 1
0 41 2
158 122 1
160 112 2
64 67 1
38 170 2
7 6 1
28 159 2
89 84 1
128 104 2
61 15 1
171 44 2
198 111 1
50 116 2
175 16 1
85 93 2
133 1 1
76 122 2
91 175 1
142 36 2
155 24 1
84 111 2
67 92 1
125 156 2
190 115 1
1 50 2
113 26 1
197 118 2
184 173 1
10 195 2
111 20 1
114 84 2
141 59 1
102 148 2
70 98 1
15 14 2
177 120 1
13 28 2
128 167 1
86 72 2
3 65 1
25 117 2
85 113 1
38 146 2
145 151 1
124 17 2
73 37 1
94 39 2
95 120 1
66 10 2
100 105 1
4 181 2
101 8 1
5 80 2
9 194 1
11 62 2
82 159 1
98 71 2
62 96 1
128 124 2
79 16 1
138 44 2
91 38 1
2 155 2
43 49 1
113 177 2
198 138 1
179 34 2
193 71 1
190 185 2
175 120 1
22 31 2
112 178 1
150 121 2
11 76 1
32 180 2
17 160 1
121 177 2
188 177 1
180 107 2
22 180 1
181 40 2
88 136 1
198 19 2
34 176 1
156 163 2
198 28 1
2 127 2
70 21 1
190 195 2
45 23 1
15 86 2
81 138 1
185 102 2
91 107 1
157 139 2
96 57 1
51 113 2
133 199 1
93 150 2
171 52 1
31 131 2
197 188 1
42 187 2
183 137 1
38 130 2
184 150 1
153 139 2
35 113 1
156 53 2
136 60 1
134 29 2
134 10 1
49 86 2
180 135 1
141 125 2
12 165 1
122 195 2
166 46 1
126 119 2
64 111 1
70 2 2
31 188 1
163 94 2
64 45 1
58 150 2
172 165 1
123 3 2
14 16 1
123 128 2
23 175 1
187 149 2
138 61 1
159 138 2
29 64 1
94 182 2
89 190 1
179 108 2
66 55 1
126 153 2
155 95 1
17 159 2
177 138 1
71 178 2
148 54 1
110 32 2
57 183 1
6 31 2
35 192 1
171 76 2
156 3 1
177 98 2
101 105 1
121 186 2
171 3 1
82 11 2
195 124 1
153 21 2
144 93 1
20 131 2
53 117 1
42 105 2
163 105 1
175 35 2
82 171 1
162 114 2
140 33 1
132 122 2
69 182 1
195 34 2
71 35 1
92 42 2
3 129 1
96 177 2
172 64 1
27 155 2
160 88 1
193 116 2
129 1 1
70 100 2
9 107 1
48 3 2
71 73 1
152 48 2
11 179 1
37 56 2
198 3 1
119 105 2
7 151 1
151 173 2
173 67 1
6 81 2
103 24 1
26 118 2
69 157 1
56 82 2
102 172 1
117 47 2
59 183 1
77 84 2
174 71 1
56 189 2
135 168 1
86 196 2
103 90 1
52 12 2
34 124 1
137 44 2
48 23 1
67 7 2
196 28 1
146 49 2
140 80 1
112 129 2
191 112 1
60 95 2
69 46 1
11 13 2
57 67 1
126 59 2
40 37 1
49 73 2
84 155 1
197 175 2
17 38 1
20 94 2
60 169 1
115 4 2
4 198 1
197 144 2
100 164 1
60 11 2
2 152 1
186 158 2
77 46 1
103 74 2
7 10 1
29 152 2
107 27 1
151 0 2
156 115 1
164 168 2
30 82 1
156 68 2
87 145 1
177 177 2
96 61 1
171 17 2
57 166 1
185 145 2
125 71 1
193 13 2
5 131 1
144 71 2
3 190 1
143 93 2
21 128 1
157 32 2
192 67 1
185 70 2
8 29 1
189 188 2
61 29 1
190 78 2
6 5 1
170 128 2
90 79 1
48 166 2
26 71 1
152 180 2
63 76 1
42 158 2
62 58 1
23 50 2
56 53 1
150 159 2
41 138 1
150 169 2
32 164 1
28 181 2
134 8 1
47 25 2
99 124 1
137 124 2
58 129 1
108 157 2
190 72 1
133 53 2
34 1 1
65 38 2
10 105 1
112 138 2
189 108 1
57 24 2
190 146 1
115 197 2
81 90 1
167 12 2
140 34 1
107 36 2
25 140 1
198 183 2
177 82 1
149 39 2
167 126 1
55 126 2
122 157 1
162 64 2
33 113 1
26 141 2
133 31 1
11 17 2
62 136 1
98 29 2
33 182 1
144 195 2
89 188 1
104 17 2
74 127 1
44 123 2
59 182 1
165 38 2
72 35 1
188 7 2
83 31 1
136 33 2
183 186 1
36 115 2
31 93 1
12 10 2
145 86 1
30 38 2
20 91 1
132 152 2
92 192 1
64 10 2
57 188 1
123 135 2
57 76 1
38 58 2
108 26 1
92 39 2
56 135 1
110 101 2
194 10 1
4 79 2
85 50 1
35 14 2
22 198 1
115 159 2
6 32 1
149 177 2
49 84 1
143 59 2
72 33 1
155 38 2
95 53 1
127 190 2
72 51 1
168 64 2
137 60 1
92 163 2
73 136 1
126 142 2
21 53 1
14 26 2
59 157 1
104 187 2
181 157 1
61 61 2
153 18 1
69 49 2
195 91 1
80 66 2
146 174 1
137 177 2
178 147 1
9 22 2
24 186 1
9 59 2
31 132 1
10 43 2
104 180 1
12 95 2
94 32 1
105 3 2
148 197 1
136 6 2
80 194 1
127 13 2
166 115 1
45 79 2
113 45 1
27 38 2
104 18 1
180 101 2
34 127 1
76 42 2
184 111 1
66 145 2
58 186 1
182 97 2
116 156 1
30 11 2
118 69 1
98 84 2
187 178 1
132 142 2
152 40 1
181 19 2
194 48 1
68 40 2
29 37 1
11 130 2
186 169 1
158 109 2
140 8 1
147 54 2
182 57 1
11 14 2
65 22 1
187 116 2
103 22 1
80 136 2
115 52 1
176 155 2
77 94 1
192 171 2
175 27 1
48 131 2
42 19 1
4 150 2
0 107 1
181 11 2
194 83 1
92 191 2
187 138 1
96 107 2
71 140 1
147 81 2
53 85 1
167 27 2
181 162 1
112 172 2
55 116 1
82 88 2
182 172 1
176 86 2
177 70 1
84 199 2
193 36 1
57 134 2
29 131 1
12 60 2
11 34 1
1 106 2
48 91 1
155 71 2
147 141 1
85 140 2
144 53 1
197 106 2
135 26 1
14 184 2
133 99 1
11 196 2
64 78 1
108 96 2
57 160 1
122 59 2
10 0 1
74 56 2
159 136 1
22 140 2
133 181 1
70 42 2
180 180 1
87 75 2
164 189 1
172 98 2
133 141 1
191 25 2
78 157 1
169 174 2
187 36 1
95 7 2
93 9 1
108 11 2
31 142 1
56 45 2
166 97 1
10 52 2
166 59 1
119 157 2
136 35 1
153 161 2
153 124 1
127 144 2
8 139 1
53 183 2
27 32 1
93 157 2
61 70 1
67 139 2
82 17 1
104 20 2
122 163 1
82 90 2
132 168 1
105 97 2
100 116 1
170 191 2
2 191 1
70 88 2
76 25 1
183 146 2
52 154 1
4 197 2
82 7 1
198 89 2
149 67 1
28 149 2
91 150 1
32 108 2
113 66 1
63 173 2
99 138 1
96 73 2
152 87 1
150 90 2
45 186 1
172 99 2
178 19 1
189 22 2
6 86 1
134 111 2
27 86 1
79 104 2
138 150 1
134 58 2
145 56 1
49 122 2
9 74 1
151 85 2
63 26 1
152 9 2
140 31 1
157 197 2
167 176 1
71 120 2
51 66 1
195 171 2
67 13 1
109 4 2
53 140 1
100 149 2
35 57 1
156 90 2
15 69 1
68 28 2
178 70 1
127 195 2
120 90 1
38 169 2
33 155 1
52 166 2
44 73 1
19 181 2
21 70 1
151 88 2
162 95 1
162 134 2
60 51 1
172 141 2
4 6 1
56 162 2
152 96 1
83 97 2
57 50 1
159 76 2
180 189 1
116 118 2
36 161 1
185 132 2
2 6 1
35 11 2
119 8 1
191 123 2
182 188 1
184 3 2
61 64 1
145 63 2
52 157 1
75 156 2
130 18 1
44 146 2
159 198 1
170 150 2
153 178 1
29 189 2
120 162 1
103 104 2
24 118 1
188 154 2
69 30 1
2 54 2
115 164 1
137 192 2
34 26 1
66 140 2
161 9 1
191 140 2
175 170 1
171 118 2
26 29 1
154 104 2
97 42 1
133 190 2
98 168 1
120 139 2
180 131 1
97 31 2
190 136 1
126 112 2
93 30 1
127 120 2
151 25 1
174 175 2
63 168 1
172 94 2
104 97 1
74 87 2
178 62 1
24 189 2
174 28 1
93 193 2
119 49 1
36 76 2
109 155 1
166 21 2
180 22 1
96 46 2
24 11 1
52 117 2
32 65 1
188 35 2
114 104 1
10 153 2
23 78 1
166 20 2
178 95 1
46 111 2
113 44 1
194 76 2
154 14 1
87 107 2
183 39 1
92 81 2
41 183 1
88 102 2
98 121 1
116 84 2
29 9 1
131 113 2
170 165 1
120 61 2
71 172 1
127 105 2
170 158 1
158 43 2
78 99 1
164 79 2
140 126 1
111 2 2
164 159 1
128 96 2
1 66 1
179 153 2
137 189 1
59 156 2
10 17 1
74 19 2
148 107 1
78 162 2
147 16 1
36 17 2
92 171 1
96 175 2
106 118 1
42 122 2
188 196 1
190 141 2
15 5 1
50 123 2
10 35 1
110 30 2
154 34 1
197 87 2
104 181 1
34 160 2
140 77 1
176 74 2
86 31 1
194 192 2
145 17 1
52 169 2
15 112 1
80 49 2
7 129 1
146 47 2
96 43 1
49 33 2
199 129 1
105 130 2
109 151 1
191 17 2
155 140 1
18 124 2
65 182 1
198 103 2
57 17 1
9 191 2
192 68 1
199 28 2
122 73 1
69 127 2
15 172 1
165 168 2
36 31 1
161 159 2
49 41 1
11 7 2
130 125 1
48 109 2
129 80 1
82 163 2
86 71 1
144 134 2
173 173 1
158 30 2
82 78 1
30 71 2
116 12 1
195 166 2
85 124 1
0 91 2
19 114 1
199 110 2
120 86 1
58 66 2
103 93 1
29 19 2
94 116 1
27 29 2
79 15 1
3 31 2
108 24 1
143 14 2
115 61 1
73 164 2
79 8 1
155 92 2
138 167 1
94 171 2
72 27 1
178 23 2
145 48 1
180 149 2
140 95 1
64 31 2
12 39 1
103 107 2
65 71 1
70 15 2
150 45 1
186 95 2
73 12 1
95 99 2
51 58 1
24 98 2
69 11 1
185 88 2
83 3 1
66 107 2
197 22 1
16 6 2
187 83 1
42 196 2
31 147 1
22 186 2
53 185 1
161 192 2
125 28 1
136 74 2
123 34 1
108 98 2
10 171 1
137 107 2
193 198 1
187 153 2
61 150 1
10 58 2
63 127 1
86 193 2
3 53 1
172 147 2
66 51 1
175 185 2
5 144 1
169 142 2
138 130 1
135 187 2
58 101 1
97 58 2
170 193 1
78 38 2
99 185 1
55 119 2
194 11 1
197 148 2
132 149 1
34 36 2
30 85 1
109 0 2
159 48 1
17 21 2
5 198 1
195 154 2
106 116 1
8 154 2
19 89 1
167 3 2
137 119 1
194 57 2
139 70 1
76 150 2
73 96 1
85 141 2
148 123 1
41 82 2
101 51 1
93 77 2
180 165 1
151 127 2
153 61 1
187 61 2
28 142 1
189 60 2
187 71 1
147 24 2
194 151 1
142 140 2
191 60 1
91 146 2
94 138 1
165 113 2
3 63 1
198 197 2
184 189 1
196 75 2
70 86 1
97 128 2
196 94 1
107 184 2
1 20 1
197 139 2
166 110 1
195 47 2
182 14 1
190 165 2
31 189 1
24 119 2
94 74 1
186 111 2
99 167 1
175 119 2
137 165 1
141 0 2
156 45 1
70 7 2
130 102 1
114 114 2
180 70 1
65 155 2
48 13 1
104 38 2
158 47 1
74 163 2
82 149 1
39 103 2
143 106 1
67 48 2
169 187 1
3 187 2
32 190 1
86 191 2
168 143 1
129 134 2
148 77 1
153 148 2
6 106 1
98 44 2
31 110 1
120 102 2
31 135 1
126 12 2
106 50 1
87 51 2
85 150 1
197 107 2
147 59 1
94 6 2
91 99 1
94 72 2
22 61 1
195 90 2
165 7 1
48 107 2
31 82 1
102 15 2
176 52 1
14 178 2
18 22 1
72 104 2
109 5 1
6 178 2
65 118 1
37 127 2
178 81 1
30 40 2
177 179 1
102 3 2
110 119 1
22 107 2
38 50 1
131 158 2
55 141 1
18 112 2
3 60 1
110 146 2
167 170 1
102 145 2
118 112 1
42 91 2
6 74 1
29 18 2
107 100 1
20 174 2
103 180 1
103 155 2
72 125 1
47 178 2
2 95 1
111 198 2
195 48 1
75 195 2
9 10 1
186 74 2
196 80 1
197 64 2
170 140 1
117 25 2
166 198 1
9 199 2
136 87 1
111 63 2
55 102 1
33 104 2
110 100 1
186 112 2
96 55 1
23 140 2
90 72 1
113 46 2
30 61 1
134 92 2
3 191 1
182 4 2
179 161 1
153 174 2
129 50 1
37 66 2
66 139 1
105 75 2
114 149 1
142 57 2
29 77 1
22 172 2
60 65 1
22 26 2
12 19 1
48 193 2
28 144 1
77 87 2
95 199 1
57 153 2
37 139 1
102 43 2
87 170 1
68 117 2
46 156 1
160 198 2
78 43 1
160 146 2
149 75 1
137 37 2
86 168 1
39 152 2
0 173 1
178 127 2
52 60 1
4 136 2
72 134 1
70 5 2
41 50 1
72 54 2
194 148 1
101 134 2
112 52 1
76 131 2
26 14 1
196 1 2
98 30 1
56 95 2
0 42 1
11 92 2
160 106 1
138 1 2
174 27 1
84 32 2
72 85 1
8 196 2
98 137 1
57 94 2
90 154 1
199 21 2
133 5 1
12 32 2
130 25 1
195 78 2
63 181 1
59 135 2
164 47 1
193 192 2
50 42 1
24 91 2
146 94 1
131 144 2
89 98 1
147 38 2
90 17 1
173 74 2
45 147 1
151 74 2
8 33 1
170 151 2
193 121 1
38 193 2
35 127 1
20 60 2
7 84 1
96 159 2
118 129 1
180 43 2
43 79 1
139 185 2
78 159 1
41 187 2
112 196 1
19 188 2
15 12 1
195 151 2
89 60 1
130 184 2
48 156 1
43 69 2
48 25 1
70 104 2
158 199 1
178 164 2
43 66 1
3 169 2
26 16 1
15 123 2
69 122 1
84 159 2
105 44 1
18 7 2
65 122 1
128 63 2
25 146 1
24 167 2
102 115 1
58 191 2
89 51 1
5 55 2
102 90 1
149 194 2
173 172 1
155 152 2
84 25 1
187 180 2
137 162 1
14 169 2
182 12 1
89 32 2
197 31 1
23 55 2
156 180 1
59 14 2
2 18 1
152 85 2
29 23 1
179 175 2
193 138 1
114 6 2
157 2 1
150 134 2
149 189 1
2 14 2
101 5 1
85 170 2
130 14 1
67 142 2
4 82 1
112 113 2
113 171 1
176 48 2
50 137 1
19 44 2
31 14 1
76 31 2
105 65 1
105 71 2
3 20 1
121 17 2
22 16 1
119 63 2
41 69 1
148 130 2
96 127 1
185 165 2
174 162 1
111 156 2
170 38 1
145 147 2
172 123 1
101 185 2
127 44 1
183 10 2
74 173 1
59 97 2
20 67 1
23 87 2
56 28 1
117 83 2
155 181 1
138 84 2
0 144 1
0 47 2
112 8 1
101 91 2
107 123 1
1 101 2
117 111 1
107 66 2
185 183 1
78 13 2
139 5 1
162 126 2
85 33 1
126 11 2
110 69 1
52 53 2
118 149 1
75 107 2
107 57 1
112 54 2
62 175 1
35 56 2
55 105 1
32 97 2
13 168 1
53 93 2
132 2 1
117 127 2
45 68 1
116 1 2
74 95 1
34 154 2
150 115 1
199 173 2
61 98 1
158 69 2
76 108 1
66 78 2
159 26 1
49 57 2
39 142 1
58 172 2
171 88 1
104 114 2
122 126 1
20 113 2
153 172 1
131 56 2
9 9 1
11 163 2
168 40 1
144 144 2
136 54 1
119 80 2
34 14 1
34 191 2
33 160 1
175 2 2
149 173 1
111 133 2
91 158 1
184 86 2
185 169 1
41 102 2
86 146 1
31 136 2
175 22 1
6 90 2
184 2 1
141 73 2
101 170 1
175 93 2
43 118 1
61 172 2
92 134 1
138 87 2
132 143 1
187 12 2
138 174 1
70 85 2
95 38 1
142 48 2
55 85 1
83 62 2
183 96 1
179 0 2
94 58 1
158 25 2
86 109 1
38 48 2
83 77 1
151 149 2
141 49 1
198 90 2
144 64 1
139 76 2
65 103 1
86 5 2
66 106 1
18 173 2
180 90 1
182 171 2
191 156 1
112 66 2
184 93 1
132 15 2
188 132 1
132 188 2
141 193 1
118 1 2
108 172 1
164 27 2
91 52 1
70 95 2
128 29 1
113 54 2
8 119 1
176 106 2
166 0 1
90 69 2
196 18 1
189 68 2
164 178 1
92 169 2
54 3 1
49 116 2
133 187 1
117 71 2
10 140 1
123 111 2
178 35 1
148 172 2
6 2 1
166 122 2
188 169 1
154 111 2
106 187 1
170 44 2
25 50 1
79 77 2
171 124 1
191 138 2
135 101 1
63 27 2
180 48 1
150 66 2
36 165 1
170 72 2
157 84 1
89 174 2
139 199 1
148 35 2
142 122 1
169 188 2
18 76 1
120 199 2
83 35 1
75 123 2
153 145 1
33 164 2
16 173 1
95 31 2
20 13 1
121 35 2
117 56 1
85 131 2
117 98 1
35 173 2
177 34 1
77 11 2
105 95 1
43 101 2
160 84 1
99 41 2
97 120 1
137 81 2
133 198 1
182 184 2
178 199 1
144 59 2
38 7 1
40 197 2
65 94 1
164 199 2
8 198 1
18 181 2
131 190 1
52 184 2
66 81 1
57 147 2
53 37 1
191 74 2
140 20 1
91 40 2
156 49 1
165 125 2
176 100 1
22 83 2
5 60 1
101 120 2
147 168 1
8 110 2
87 195 1
54 192 2
134 196 1
18 130 2
69 55 1
16 106 2
98 53 1
52 197 2
51 64 1
6 143 2
96 176 1
16 107 2
13 57 1
193 139 2
7 147 1
108 43 2
187 3 1
47 6 2
11 180 1
17 180 2
4 105 1
8 164 2
127 113 1
125 34 2
103 83 1
163 10 2
188 94 1
197 130 2
154 138 1
185 159 2
173 182 1
180 4 2
12 117 1
181 112 2
93 128 1
101 39 2
135 84 1
197 42 2
87 77 1
190 132 2
74 144 1
57 164 2
72 38 1
149 73 2
178 82 1
165 118 2
89 110 1
94 169 2
61 193 1
131 93 2
55 134 1
104 117 2
98 147 1
52 20 2
147 14 1
131 27 2
50 5 1
165 84 2
133 48 1
24 182 2
153 94 1
150 110 2
92 112 1
35 82 2
187 114 1
198 191 2
33 177 1
40 122 2
15 49 1
34 13 2
132 39 1
0 49 2
119 55 1
125 150 2
82 138 1
133 55 2
82 147 1
165 37 2
5 44 1
172 151 2
147 134 1
182 63 2
61 44 1
171 54 2
155 163 1
66 80 2
41 189 1
60 8 2
190 13 1
67 37 2
31 36 1
148 157 2
24 72 1
115 102 2
77 27 1
182 180 2
98 127 1
61 154 2
192 16 1
95 2 2
65 189 1
156 87 2
106 150 1
197 93 2
47 151 1
62 13 2
58 146 1
31 3 2
184 187 1
30 143 2
138 176 1
149 6 2
170 144 1
157 78 2
99 151 1
73 23 2
84 62 1
31 105 2
34 183 1
98 185 2
41 25 1
188 101 2
132 67 1
102 173 2
67 94 1
108 141 2
28 60 1
142 145 2
169 55 1
32 30 2
143 40 1
36 198 2
192 169 1
117 91 2
62 101 1
44 94 2
95 97 1
11 31 2
136 83 1
53 21 2
131 141 1
27 164 2
178 133 1
162 115 2
2 96 1
74 102 2
197 198 1
178 76 2
176 34 1
189 94 2
26 15 1
106 155 2
77 102 1
38 139 2
108 106 1
93 170 2
60 33 1
50 188 2
95 121 1
121 45 2
138 132 1
72 15 2
89 156 1
155 27 2
147 193 1
168 94 2
0 22 1
136 100 2
59 63 1
135 97 2
114 184 1
107 171 2
80 91 1
88 197 2
145 132 1
52 105 2
14 191 1
93 122 2
0 0 1
120 38 2
74 60 1
79 199 2
72 17 1
60 175 2
143 147 1
132 170 2
30 171 1
172 85 2
143 135 1
185 36 2
103 23 1
77 161 2
197 187 1
87 168 2
34 102 1
140 83 2
118 42 1
182 43 2
185 158 1
163 59 2
101 2 1
20 151 2
168 183 1
12 62 2
54 15 1
165 2 2
116 175 1
122 113 2
112 37 1
36 65 2
80 178 1
43 36 2
98 22 1
101 112 2
102 100 1
18 182 2
46 48 1
159 110 2
191 145 1
75 179 2
76 2 1
83 43 2
174 171 1
166 170 2
43 151 1
71 116 2
48 143 1
192 142 2
121 126 1
7 99 2
164 187 1
113 120 2
39 136 1
74 27 2
81 151 1
18 96 2
71 182 1
107 106 2
74 9 1
164 33 2
153 119 1
10 28 2
11 52 1
180 176 2
166 150 1
69 7 2
81 106 1
6 102 2
120 160 1
119 188 2
51 190 1
138 86 2
50 71 1
135 113 2
186 139 1
64 129 2
165 11 1
162 66 2
129 143 1
96 100 2
27 100 1
162 167 2
89 106 1
174 145 2
120 135 1
107 152 2
53 87 1
63 1 2
176 170 1
179 20 2
15 189 1
183 7 2
88 156 1
122 132 2
158 138 1
47 20 2
83 162 1
125 112 2
168 32 1
29 104 2
173 66 1
41 179 2
61 52 1
22 142 2
139 106 1
64 73 2
164 139 1
0 171 2
112 190 1
138 134 2
77 181 1
129 45 2
36 60 1
190 118 2
34 100 1
190 163 2
181 42 1
83 91 2
86 150 1
96 74 2
46 110 1
131 54 2
15 186 1
2 189 2
111 160 1
165 191 2
168 0 1
83 150 2
77 165 1
116 81 2
149 22 1
80 11 2
97 154 1
135 19 2
161 177 1
149 64 2
136 106 1
71 145 2
140 22 1
105 173 2
8 21 1
139 164 2
79 44 1
191 79 2
89 86 1
14 150 2
14 7 1
197 29 2
142 147 1
159 74 2
79 171 1
64 8 2
143 39 1
157 110 2
92 21 1
131 55 2
63 148 1
175 118 2
29 130 1
58 87 2
81 105 1
128 193 2
185 151 1
39 59 2
199 122 1
184 39 2
112 24 1
198 56 2
19 38 1
140 146 2
199 44 1
57 62 2
111 157 1
40 139 2
9 43 1
187 69 2
65 81 1
9 117 2
178 51 1
154 36 2
123 166 1
17 99 2
79 137 1
28 112 2
60 187 1
130 50 2
49 24 1
104 154 2
15 163 1
129 90 2
29 142 1
172 169 2
116 2 1
164 51 2
35 69 1
3 122 2
100 95 1
140 29 2
32 109 1
183 170 2
81 4 1
150 92 2
42 64 1
49 107 2
129 103 1
190 11 2
155 171 1
195 134 2
124 174 1
74 4 2
59 75 1
13 59 2
130 131 1
1 124 2
151 126 1
149 3 2
85 130 1
89 8 2
31 130 1
98 166 2
108 94 1
114 66 2
7 172 1
65 153 2
147 186 1
65 172 2
172 194 1
175 1 2
147 64 1
158 46 2
193 33 1
132 160 2
33 152 1
92 70 2
26 170 1
149 2 2
5 172 1
176 70 2
158 146 1
68 181 2
107 192 1
51 166 2
71 134 1
191 23 2
155 132 1
111 142 2
189 39 1
18 16 2
106 65 1
97 52 2
192 57 1
15 133 2
163 122 1
147 32 2
24 106 1
14 62 2
175 9 1
164 78 2
88 118 1
46 20 2
186 31 1
166 80 2
162 164 1
107 55 2
24 9 1
68 151 2
68 195 1
141 2 2
105 87 1
91 35 2
5 152 1
37 3 2
106 24 1
28 97 2
146 111 1
98 8 2
154 154 1
143 33 2
28 98 1
22 177 2
46 116 1
185 67 2
190 16 1
172 5 2
49 117 1
125 123 2
20 154 1
23 153 2
88 72 1
155 76 2
40 118 1
79 178 2
84 84 1
19 162 2
187 84 1
171 153 2
54 179 1
34 170 2
74 8 1
193 9 2
199 112 1
186 29 2
69 22 1
183 126 2
139 16 1
84 85 2
179 12 1
137 13 2
16 4 1
102 77 2
177 168 1
10 151 2
45 150 1
87 64 2
138 94 1
189 150 2
69 91 1
181 14 2
131 71 1
169 177 2
69 195 1
7 23 2
100 110 1
95 45 2
179 157 1
82 145 2
189 89 1
96 72 2
16 27 1
104 10 2
131 53 1
72 126 2
83 170 1
130 64 2
89 47 1
61 36 2
49 148 1
77 20 2
0 190 1
135 188 2
126 68 1
158 63 2
140 193 1
105 53 2
83 48 1
38 128 2
55 5 1
81 164 2
177 81 1
159 115 2
192 71 1
144 181 2
123 109 1
105 38 2
138 100 1
131 43 2
72 114 1
101 27 2
187 91 1
195 150 2
92 91 1
20 197 2
83 108 1
165 73 2
111 25 1
112 78 2
188 165 1
87 144 2
143 167 1
93 136 2
49 0 1
170 131 2
46 199 1
38 147 2
27 90 1
7 28 2
174 33 1
137 84 2
196 8 1
40 28 2
10 177 1
123 110 2
103 91 1
109 58 2
53 23 1
21 132 2
99 78 1
120 87 2
37 110 1
47 139 2
80 92 1
142 71 2
189 156 1
133 118 2
82 195 1
57 38 2
46 160 1
157 43 2
48 75 1
62 170 2
74 58 1
8 101 2
99 105 1
143 108 2
130 37 1
29 20 2
92 179 1
61 34 2
4 180 1
135 163 2
13 171 1
33 115 2
47 137 1
40 170 2
49 150 1
84 181 2
65 156 1
180 166 2
93 7 1
103 100 2
73 119 1
25 34 2
93 85 1
183 181 2
15 102 1
89 55 2
114 154 1
33 44 2
95 35 1
75 97 2
141 113 1
41 83 2
81 16 1
150 50 2
11 124 1
6 91 2
76 138 1
146 41 2
187 8 1
81 197 2
179 135 1
1 60 2
51 0 1
4 142 2
46 16 1
13 65 2
151 26 1
151 79 2
186 18 1
182 27 2
177 16 1
167 11 2
143 80 1
179 19 2
139 25 1
12 100 2
130 4 1
126 127 2
57 79 1
164 15 2
160 132 1
160 48 2
23 172 1
160 34 2
92 1 1
33 102 2
116 109 1
117 112 2
89 120 1
27 19 2
195 7 1
111 64 2
146 194 1
112 10 2
64 57 1
62 85 2
137 134 1
170 118 2
28 82 1
59 72 2
197 178 1
196 46 2
166 118 1
53 118 2
192 133 1
74 196 2
196 55 1
115 58 2
104 118 1
119 26 2
173 36 1
119 36 2
150 152 1
43 157 2
103 142 1
166 131 2
2 58 1
184 91 2
37 190 1
88 128 2
123 91 1
107 68 2
164 149 1
194 30 2
121 74 1
103 179 2
71 164 1
0 119 2
69 71 1
135 90 2
162 50 1
153 107 2
153 152 1
156 6 2
27 43 1
23 66 2
123 122 1
31 17 2
51 136 1
0 163 2
154 37 1
160 196 2
66 138 1
13 12 2
11 66 1
1 143 2
154 196 1
144 47 2
51 89 1
77 136 2
91 83 1
114 43 2
50 1 1
147 149 2
94 55 1
82 170 2
28 24 1
168 124 2
45 178 1
155 56 2
10 72 1
123 103 2
