100 100
81 39 1
90 60 2
1 11 1
89 96 2
49 23 1
36 34 2
48 78 1
16 32 2
75 76 1
15 83 2
77 32 1
1 12 2
75 49 1
73 32 2
48 90 1
83 53 2
64 71 1
49 38 2
85 2 1
80 62 2
88 10 1
40 42 2
33 54 1
53 61 2
8 16 1
31 22 2
9 57 1
2 86 2
69 5 1
32 60 2
29 33 1
89 62 2
19 7 1
72 9 2
48 98 1
44 28 2
9 50 1
4 45 2
27 29 1
58 97 2
57 57 1
20 75 2
72 48 1
68 54 2
91 4 1
70 54 2
99 7 1
83 3 2
38 45 1
50 49 2
0 22 1
93 70 2
15 28 1
53 7 2
81 63 1
86 30 2
44 20 1
8 54 2
99 84 1
90 69 2
25 36 1
43 8 2
65 48 1
48 57 2
47 3 1
2 52 2
52 1 1
31 19 2
62 45 1
54 11 2
21 70 1
17 72 2
85 36 1
28 45 2
53 21 1
44 89 2
59 90 1
71 14 2
83 77 1
22 13 2
12 89 1
86 17 2
56 11 1
70 18 2
1 97 1
80 80 2
6 37 1
34 98 2
75 27 1
44 50 2
39 15 1
56 49 2
17 53 1
98 40 2
6 32 1
74 37 2
43 77 1
15 13 2
73 22 1
65 33 2
41 63 1
44 78 2
44 61 1
80 35 2
82 26 1
11 55 2
94 0 1
44 5 2
32 96 1
79 10 2
4 29 1
52 64 2
69 58 1
99 35 2
31 31 1
51 26 2
66 75 1
5 64 2
80 85 1
87 66 2
16 49 1
97 47 2
51 4 1
31 86 2
4 99 1
23 92 2
96 19 1
66 89 2
13 3 1
73 81 2
19 42 1
36 10 2
42 58 1
25 78 2
60 10 1
50 67 2
57 67 1
2 35 2
49 15 1
9 44 2
19 90 1
72 47 2
42 83 1
63 82 2
0 82 1
75 74 2
15 92 1
66 10 2
59 78 1
37 43 2
58 70 1
93 51 2
82 89 1
81 86 2
21 57 1
65 54 2
74 88 1
48 1 2
43 72 1
24 93 2
37 9 1
92 53 2
51 12 1
7 80 2
63 96 1
89 98 2
87 73 1
8 90 2
96 25 1
58 94 2
82 85 1
90 1 2
44 87 1
7 89 2
14 6 1
12 53 2
64 2 1
53 80 2
14 41 1
18 28 2
58 0 1
89 18 2
14 91 1
68 59 2
9 66 1
17 93 2
95 92 1
68 32 2
26 38 1
67 6 2
39 34 1
97 89 2
55 45 1
62 78 2
14 81 1
56 87 2
43 40 1
47 85 2
60 14 1
91 44 2
62 10 1
72 43 2
60 61 1
16 78 2
93 3 1
54 68 2
67 7 1
50 60 2
37 70 1
63 16 2
39 69 1
75 39 2
7 32 1
79 75 2
17 94 1
54 74 2
4 27 1
96 33 2
17 98 1
91 31 2
27 19 1
51 46 2
21 47 1
96 26 2
92 28 1
75 59 2
64 37 1
90 17 2
88 24 1
30 24 2
76 82 1
45 51 2
57 74 1
59 83 2
70 94 1
59 73 2
63 37 1
34 60 2
20 72 1
92 11 2
44 97 1
5 93 2
55 50 1
29 87 2
0 19 1
71 94 2
17 39 1
91 54 2
82 10 1
77 82 2
46 1 1
71 18 2
52 62 1
75 87 2
35 11 1
48 89 2
64 24 1
54 9 2
70 3 1
45 37 2
33 88 1
43 70 2
17 80 1
1 88 2
32 73 1
26 53 2
66 27 1
90 51 2
24 42 1
41 66 2
30 9 1
67 42 2
30 23 1
56 60 2
2 84 1
97 87 2
21 91 1
70 50 2
99 20 1
21 80 2
45 44 1
4 26 2
73 76 1
30 7 2
17 2 1
9 28 2
43 12 1
38 79 2
2 72 1
95 1 2
8 69 1
63 64 2
31 56 1
51 67 2
13 96 1
0 61 2
78 0 1
47 72 2
64 96 1
24 83 2
84 68 1
78 74 2
49 21 1
2 48 2
88 11 1
32 45 2
84 51 1
90 4 2
37 27 1
47 40 2
8 83 1
26 18 2
75 17 1
59 64 2
21 3 1
97 94 2
66 32 1
34 76 2
88 89 1
25 47 2
92 72 1
4 9 2
74 65 1
70 93 2
1 15 1
75 99 2
62 60 1
82 28 2
71 29 1
24 19 2
74 20 1
10 23 2
50 43 1
10 39 2
82 79 1
37 95 2
77 0 1
99 5 2
13 15 1
91 21 2
97 90 1
7 72 2
89 4 1
24 87 2
37 87 1
51 38 2
89 27 1
53 89 2
67 33 1
72 1 2
72 76 1
56 54 2
21 41 1
9 82 2
15 12 1
38 43 2
48 54 1
66 47 2
5 34 1
39 91 2
76 37 1
7 62 2
88 47 1
71 99 2
64 21 1
78 52 2
3 20 1
21 26 2
59 6 1
83 67 2
89 25 1
35 8 2
93 48 1
48 10 2
64 81 1
4 81 2
54 2 1
62 52 2
70 5 1
16 2 2
12 93 1
24 96 2
99 91 1
98 27 2
29 76 1
58 60 2
51 71 1
47 39 2
74 10 1
50 80 2
6 83 1
95 65 2
7 83 1
71 46 2
60 47 1
47 47 2
60 31 1
33 76 2
84 50 1
48 4 2
74 32 1
7 84 2
30 85 1
49 76 2
72 84 1
7 10 2
25 80 1
56 58 2
85 45 1
88 71 2
36 98 1
6 19 2
20 65 1
43 60 2
31 46 1
13 0 2
72 81 1
89 11 2
2 64 1
59 38 2
19 86 1
4 24 2
37 20 1
26 85 2
94 59 1
94 72 2
68 83 1
28 26 2
66 29 1
18 17 2
56 42 1
34 16 2
65 43 1
35 10 2
85 83 1
91 16 2
32 81 1
39 56 2
10 40 1
92 95 2
61 59 1
11 49 2
58 22 1
21 67 2
76 17 1
49 83 2
80 55 1
90 19 2
54 22 1
24 32 2
34 78 1
14 33 2
15 70 1
76 77 2
77 70 1
59 81 2
6 39 1
33 70 2
76 50 1
4 3 2
77 14 1
28 48 2
48 79 1
25 56 2
39 1 1
43 80 2
69 98 1
3 15 2
89 34 1
32 31 2
72 3 1
33 9 2
64 86 1
58 56 2
71 21 1
72 61 2
27 97 1
28 20 2
39 18 1
65 91 2
74 90 1
78 85 2
29 47 1
98 53 2
41 94 1
62 32 2
0 66 1
70 57 2
78 43 1
46 14 2
41 42 1
76 21 2
54 96 1
13 82 2
16 69 1
11 75 2
52 13 1
81 75 2
63 46 1
1 29 2
72 11 1
87 32 2
59 36 1
35 67 2
82 91 1
63 77 2
71 79 1
53 44 2
39 44 1
73 25 2
38 71 1
95 82 2
49 46 1
56 65 2
76 57 1
81 24 2
98 75 1
61 50 2
46 36 1
32 86 2
83 78 1
34 43 2
20 11 1
79 57 2
44 56 1
24 59 2
39 87 1
2 94 2
82 48 1
44 32 2
76 48 1
52 27 2
52 89 1
61 71 2
13 46 1
34 30 2
92 92 1
34 86 2
58 40 1
34 19 2
78 23 1
40 64 2
92 88 1
80 20 2
69 69 1
41 81 2
5 25 1
38 50 2
85 24 1
6 81 2
24 45 1
36 3 2
58 34 1
8 25 2
43 38 1
7 76 2
18 58 1
6 24 2
40 11 1
10 94 2
55 71 1
21 50 2
57 86 1
34 37 2
53 66 1
3 79 2
2 42 1
41 1 2
45 1 1
94 69 2
36 66 1
82 21 2
35 81 1
10 33 2
49 29 1
24 48 2
50 85 1
17 77 2
57 13 1
7 97 2
66 50 1
26 81 2
58 80 1
12 11 2
58 25 1
96 98 2
21 37 1
49 58 2
82 87 1
84 48 2
47 14 1
73 68 2
35 9 1
25 59 2
47 19 1
72 92 2
52 56 1
49 55 2
34 34 1
78 63 2
39 96 1
6 13 2
66 69 1
70 91 2
1 49 1
32 87 2
46 79 1
92 83 2
28 37 1
31 69 2
53 79 1
19 33 2
65 74 1
74 99 2
42 90 1
0 39 2
4 90 1
20 26 2
24 1 1
23 78 2
80 4 1
42 40 2
53 82 1
10 11 2
72 35 1
60 22 2
44 77 1
82 24 2
79 72 1
23 68 2
91 92 1
78 84 2
56 62 1
94 35 2
29 38 1
48 73 2
53 52 1
2 61 2
45 48 1
48 99 2
10 77 1
18 78 2
4 4 1
66 54 2
64 26 1
63 75 2
83 66 1
24 20 2
76 84 1
22 57 2
26 36 1
15 32 2
45 6 1
22 35 2
21 92 1
38 74 2
83 94 1
43 6 2
50 87 1
56 75 2
0 7 1
31 72 2
15 30 1
14 98 2
13 11 1
28 10 2
46 49 1
77 13 2
94 23 1
75 96 2
57 71 1
23 65 2
14 72 1
41 62 2
2 17 1
41 36 2
71 59 1
14 25 2
98 46 1
9 71 2
62 16 1
21 78 2
57 94 1
64 65 2
56 79 1
57 95 2
66 82 1
61 26 2
79 46 1
76 63 2
15 90 1
95 48 2
54 27 1
37 42 2
37 74 1
13 88 2
8 73 1
87 53 2
17 50 1
0 64 2
1 91 1
42 43 2
6 18 1
40 70 2
36 42 1
79 14 2
38 91 1
55 67 2
19 4 1
91 68 2
25 69 1
70 41 2
67 41 1
74 59 2
19 94 1
19 99 2
58 36 1
83 48 2
81 23 1
30 50 2
60 80 1
40 18 2
20 85 1
96 90 2
45 65 1
55 38 2
10 57 1
61 60 2
85 48 1
83 1 2
2 45 1
17 12 2
35 95 1
5 22 2
70 8 1
62 58 2
0 1 1
51 90 2
81 47 1
48 68 2
1 7 1
83 6 2
45 53 1
42 46 2
71 32 1
73 30 2
61 4 1
94 42 2
97 26 1
39 2 2
33 29 1
13 50 2
44 44 1
8 94 2
44 85 1
30 82 2
88 3 1
97 79 2
9 90 1
11 88 2
92 21 1
36 94 2
3 99 1
19 35 2
79 19 1
87 78 2
97 60 1
52 19 2
47 4 1
77 74 2
40 1 1
35 59 2
58 86 1
93 40 2
82 32 1
80 15 2
52 83 1
50 73 2
66 55 1
20 2 2
97 32 1
31 59 2
25 76 1
74 28 2
82 23 1
13 76 2
69 19 1
43 29 2
92 3 1
53 59 2
65 41 1
61 82 2
36 54 1
67 13 2
74 54 1
89 54 2
69 72 1
81 85 2
77 62 1
77 7 2
82 92 1
46 6 2
47 28 1
55 93 2
24 81 1
74 70 2
31 41 1
73 55 2
26 23 1
40 83 2
66 37 1
1 34 2
2 63 1
8 51 2
37 45 1
78 32 2
63 41 1
48 87 2
23 13 1
11 80 2
29 43 1
24 79 2
83 56 1
31 76 2
25 27 1
33 81 2
14 36 1
73 88 2
51 78 1
62 34 2
49 78 1
5 33 2
81 89 1
16 25 2
29 78 1
43 32 2
28 72 1
38 67 2
87 23 1
1 83 2
22 22 1
55 86 2
75 2 1
74 34 2
49 17 1
83 51 2
77 61 1
28 50 2
23 38 1
62 81 2
18 85 1
92 58 2
34 31 1
79 13 2
94 22 1
3 11 2
40 52 1
52 81 2
33 73 1
80 91 2
61 74 1
98 57 2
58 59 1
23 82 2
13 63 1
97 17 2
84 99 1
47 96 2
12 58 1
31 62 2
2 38 1
89 20 2
54 76 1
50 31 2
20 68 1
88 17 2
79 78 1
16 12 2
51 65 1
34 59 2
57 10 1
23 98 2
11 78 1
12 75 2
28 12 1
45 59 2
72 45 1
30 17 2
50 92 1
0 25 2
67 18 1
29 65 2
68 3 1
52 10 2
97 75 1
65 13 2
77 5 1
19 58 2
59 84 1
41 92 2
86 98 1
57 9 2
6 80 1
80 11 2
27 41 1
20 18 2
13 70 1
9 99 2
38 55 1
40 38 2
89 8 1
19 62 2
30 65 1
12 57 2
18 42 1
48 52 2
47 60 1
73 93 2
40 92 1
7 18 2
4 71 1
74 94 2
4 39 1
35 71 2
93 34 1
99 46 2
61 79 1
32 15 2
38 86 1
67 8 2
73 62 1
34 70 2
13 54 1
59 46 2
8 1 1
38 82 2
97 40 1
69 88 2
57 69 1
22 33 2
73 15 1
46 15 2
11 59 1
7 60 2
68 26 1
25 75 2
60 92 1
87 68 2
27 99 1
98 7 2
32 12 1
94 74 2
56 29 1
91 5 2
75 70 1
12 27 2
96 20 1
66 60 2
51 2 1
84 9 2
16 98 1
24 25 2
88 85 1
35 30 2
79 21 1
6 43 2
13 39 1
70 27 2
65 90 1
64 87 2
10 14 1
54 97 2
35 6 1
94 25 2
19 71 1
59 44 2
53 93 1
6 94 2
86 95 1
81 40 2
21 90 1
53 33 2
93 32 1
70 64 2
79 61 1
96 10 2
86 90 1
42 32 2
40 5 1
84 32 2
1 46 1
85 22 2
18 20 1
82 77 2
6 15 1
34 3 2
63 45 1
16 93 2
13 64 1
35 45 2
70 86 1
24 70 2
69 75 1
56 59 2
50 37 1
38 2 2
78 94 1
17 26 2
30 87 1
31 47 2
85 26 1
57 58 2
85 41 1
93 33 2
99 68 1
29 99 2
58 93 1
87 36 2
0 11 1
19 10 2
71 51 1
63 58 2
57 98 1
97 84 2
96 55 1
52 61 2
24 95 1
68 69 2
63 99 1
86 63 2
28 13 1
68 12 2
40 41 1
64 7 2
72 23 1
61 5 2
50 70 1
64 54 2
36 91 1
87 21 2
66 97 1
60 5 2
90 36 1
47 1 2
64 20 1
10 10 2
78 30 1
34 64 2
73 94 1
27 0 2
31 4 1
33 89 2
33 60 1
37 80 2
63 8 1
60 27 2
87 64 1
53 71 2
34 91 1
54 3 2
5 63 1
2 23 2
60 59 1
47 84 2
25 30 1
27 90 2
95 4 1
65 89 2
57 6 1
35 84 2
17 23 1
97 91 2
7 23 1
97 31 2
7 65 1
86 60 2
60 51 1
93 64 2
35 22 1
94 11 2
79 5 1
11 3 2
67 99 1
13 68 2
8 36 1
2 65 2
18 60 1
90 38 2
26 44 1
83 85 2
49 36 1
68 51 2
94 57 1
94 32 2
35 80 1
8 88 2
43 93 1
6 66 2
80 1 1
18 93 2
21 56 1
83 74 2
14 12 1
81 3 2
45 86 1
28 85 2
83 70 1
56 64 2
35 50 1
35 76 2
98 59 1
85 85 2
2 91 1
74 79 2
55 18 1
12 56 2
30 90 1
78 20 2
40 20 1
84 65 2
64 58 1
20 71 2
70 25 1
36 69 2
33 77 1
81 8 2
24 66 1
5 44 2
84 84 1
67 75 2
31 82 1
89 6 2
46 75 1
78 95 2
89 16 1
79 52 2
80 38 1
97 5 2
54 8 1
9 34 2
99 65 1
43 31 2
64 40 1
89 90 2
57 25 1
43 86 2
4 37 1
2 6 2
66 24 1
39 86 2
33 64 1
55 72 2
56 1 1
49 97 2
4 7 1
41 68 2
62 79 1
69 80 2
15 40 1
54 39 2
61 91 1
56 88 2
3 25 1
37 2 2
79 16 1
5 47 2
12 66 1
69 35 2
91 47 1
40 85 2
23 2 1
25 87 2
61 58 1
79 98 2
33 22 1
99 60 2
63 25 1
3 28 2
48 82 1
71 97 2
61 70 1
12 51 2
42 69 1
42 26 2
21 46 1
41 60 2
32 82 1
64 92 2
55 61 1
4 21 2
54 64 1
52 54 2
27 47 1
50 41 2
1 3 1
33 61 2
19 84 1
67 55 2
13 20 1
82 70 2
92 94 1
50 94 2
35 14 1
69 93 2
88 42 1
33 18 2
5 23 1
84 53 2
8 18 1
55 85 2
25 7 1
10 86 2
57 65 1
31 45 2
57 82 1
68 24 2
2 73 1
95 31 2
5 4 1
29 84 2
48 15 1
5 79 2
4 98 1
89 58 2
41 39 1
8 29 2
85 44 1
46 10 2
73 98 1
77 86 2
3 77 1
32 49 2
1 87 1
41 75 2
22 29 1
97 70 2
34 74 1
36 92 2
65 1 1
77 24 2
51 39 1
28 90 2
48 39 1
64 3 2
94 45 1
6 10 2
48 96 1
79 48 2
41 30 1
21 65 2
88 0 1
25 0 2
44 10 1
14 13 2
91 87 1
27 27 2
45 93 1
52 88 2
54 56 1
33 94 2
5 99 1
79 25 2
72 73 1
31 32 2
12 48 1
61 19 2
57 76 1
12 45 2
16 56 1
69 30 2
90 95 1
69 7 2
91 34 1
94 95 2
42 99 1
70 81 2
83 20 1
20 83 2
38 51 1
18 48 2
70 97 1
48 80 2
30 55 1
58 21 2
8 0 1
40 90 2
12 19 1
69 61 2
50 18 1
78 91 2
19 52 1
46 87 2
16 70 1
92 38 2
47 38 1
33 7 2
74 27 1
99 31 2
7 56 1
85 29 2
38 70 1
95 17 2
53 23 1
62 73 2
12 70 1
68 48 2
79 35 1
22 8 2
84 5 1
69 42 2
89 53 1
41 20 2
1 4 1
27 4 2
62 77 1
22 41 2
23 19 1
45 27 2
52 76 1
64 85 2
60 33 1
55 47 2
9 61 1
94 18 2
5 96 1
22 11 2
18 54 1
17 36 2
99 45 1
17 24 2
45 96 1
83 90 2
62 97 1
61 86 2
31 79 1
19 34 2
14 45 1
12 9 2
56 90 1
24 51 2
57 21 1
89 43 2
79 17 1
51 52 2
98 96 1
67 60 2
12 33 1
57 16 2
66 96 1
9 75 2
72 91 1
70 61 2
76 67 1
48 60 2
74 13 1
74 67 2
42 12 1
19 88 2
38 58 1
18 43 2
64 98 1
34 48 2
23 63 1
99 87 2
58 4 1
80 65 2
47 77 1
66 41 2
55 28 1
71 95 2
75 29 1
32 19 2
32 88 1
49 32 2
52 84 1
68 78 2
64 79 1
16 74 2
5 76 1
51 5 2
98 64 1
8 13 2
50 1 1
52 21 2
92 67 1
40 13 2
18 97 1
16 80 2
32 51 1
2 44 2
76 6 1
2 70 2
31 99 1
84 96 2
78 69 1
51 14 2
91 19 1
18 27 2
49 70 1
96 11 2
28 64 1
54 13 2
72 30 1
77 19 2
74 81 1
23 32 2
89 83 1
98 76 2
63 35 1
44 17 2
98 36 1
18 7 2
10 89 1
7 44 2
44 66 1
42 25 2
34 94 1
43 9 2
75 5 1
60 32 2
13 93 1
33 3 2
99 13 1
35 93 2
65 55 1
63 48 2
21 98 1
95 46 2
54 90 1
69 59 2
12 14 1
59 13 2
7 42 1
96 6 2
64 18 1
62 91 2
96 63 1
66 74 2
42 50 1
42 52 2
5 50 1
20 91 2
11 36 1
61 69 2
99 41 1
41 25 2
35 72 1
82 16 2
45 9 1
15 95 2
30 56 1
76 96 2
46 54 1
83 43 2
28 30 1
84 36 2
95 7 1
77 22 2
2 98 1
22 65 2
9 35 1
14 60 2
84 33 1
47 92 2
78 4 1
45 85 2
2 18 1
61 45 2
63 57 1
97 27 2
20 24 1
46 22 2
20 44 1
58 32 2
65 24 1
77 2 2
93 61 1
3 52 2
64 8 1
74 33 2
1 0 1
23 47 2
26 29 1
64 17 2
70 75 1
88 88 2
2 58 1
7 40 2
22 43 1
2 3 2
50 17 1
13 59 2
27 28 1
83 75 2
67 95 1
59 88 2
16 57 1
88 67 2
16 30 1
97 46 2
68 82 1
29 80 2
86 39 1
93 15 2
90 65 1
93 98 2
34 9 1
71 90 2
74 91 1
78 37 2
59 74 1
94 87 2
79 60 1
19 70 2
71 63 1
60 74 2
10 5 1
59 16 2
41 71 1
62 49 2
92 0 1
20 77 2
78 88 1
31 25 2
77 10 1
30 47 2
8 52 1
32 20 2
23 43 1
44 86 2
12 39 1
12 10 2
19 69 1
42 49 2
71 98 1
78 18 2
72 36 1
33 32 2
30 5 1
33 71 2
88 8 1
82 30 2
67 36 1
31 53 2
80 48 1
67 15 2
41 10 1
52 26 2
56 47 1
21 43 2
70 73 1
76 9 2
91 63 1
63 53 2
81 7 1
74 43 2
62 24 1
13 30 2
76 98 1
74 14 2
75 57 1
43 96 2
53 30 1
36 55 2
31 95 1
85 58 2
27 20 1
11 76 2
32 92 1
7 49 2
45 80 1
19 31 2
80 68 1
78 83 2
98 56 1
57 90 2
98 2 1
0 53 2
20 29 1
98 8 2
30 14 1
90 74 2
61 92 1
26 68 2
11 83 1
20 60 2
23 90 1
94 38 2
39 6 1
11 46 2
72 54 1
29 62 2
12 40 1
73 92 2
38 9 1
41 88 2
8 76 1
84 60 2
59 15 1
92 43 2
3 57 1
51 41 2
96 3 1
49 27 2
69 55 1
88 66 2
48 66 1
3 76 2
41 89 1
83 12 2
92 78 1
45 69 2
35 33 1
63 81 2
73 66 1
39 40 2
51 11 1
16 94 2
81 21 1
17 67 2
72 80 1
24 55 2
13 61 1
62 37 2
58 17 1
41 65 2
89 79 1
77 81 2
35 13 1
97 99 2
84 22 1
54 55 2
65 40 1
75 8 2
59 17 1
21 7 2
20 81 1
7 45 2
61 2 1
97 42 2
80 18 1
59 72 2
92 74 1
97 51 2
60 73 1
19 27 2
65 44 1
22 27 2
6 45 1
63 38 2
26 11 1
73 38 2
96 61 1
21 49 2
72 16 1
77 8 2
35 91 1
94 61 2
53 2 1
6 78 2
65 61 1
42 85 2
79 54 1
23 18 2
47 25 1
59 35 2
7 34 1
87 33 2
74 93 1
20 90 2
21 54 1
43 13 2
71 39 1
81 53 2
3 67 1
52 50 2
57 30 1
23 57 2
70 98 1
45 17 2
27 60 1
70 70 2
37 94 1
10 18 2
87 61 1
2 39 2
84 62 1
43 99 2
7 55 1
0 62 2
6 84 1
77 21 2
19 79 1
4 17 2
81 34 1
38 85 2
52 94 1
13 55 2
82 2 1
99 10 2
93 93 1
17 96 2
47 68 1
71 65 2
3 96 1
49 96 2
29 66 1
51 49 2
85 78 1
58 15 2
85 97 1
57 24 2
52 99 1
50 95 2
77 65 1
26 95 2
55 95 1
68 74 2
99 8 1
11 13 2
6 76 1
73 67 2
56 20 1
56 4 2
29 85 1
95 29 2
49 13 1
22 18 2
31 74 1
75 81 2
39 79 1
62 17 2
87 5 1
22 26 2
14 70 1
47 87 2
50 29 1
40 58 2
4 0 1
15 4 2
76 12 1
68 15 2
68 0 1
95 33 2
6 26 1
30 77 2
96 30 1
54 44 2
25 2 1
60 71 2
65 26 1
28 98 2
13 57 1
55 7 2
59 65 1
25 44 2
38 30 1
89 7 2
76 41 1
97 15 2
29 12 1
9 62 2
66 16 1
61 11 2
30 69 1
66 64 2
91 1 1
97 74 2
5 89 1
54 43 2
12 82 1
63 1 2
71 76 1
92 55 2
64 61 1
81 32 2
23 89 1
52 39 2
86 32 1
41 47 2
61 55 1
62 25 2
23 4 1
53 98 2
8 39 1
81 18 2
43 92 1
72 95 2
73 0 1
58 55 2
50 25 1
32 41 2
88 52 1
96 66 2
21 21 1
45 98 2
62 71 1
72 86 2
46 23 1
44 34 2
7 2 1
13 58 2
53 94 1
9 38 2
49 53 1
51 82 2
57 50 1
71 60 2
14 44 1
39 72 2
48 17 1
32 76 2
97 12 1
22 83 2
93 25 1
71 25 2
4 30 1
36 40 2
57 15 1
19 74 2
50 96 1
66 7 2
2 21 1
51 85 2
21 85 1
38 97 2
74 49 1
4 15 2
88 69 1
16 29 2
51 17 1
14 66 2
27 52 1
25 93 2
42 91 1
40 16 2
79 68 1
79 64 2
11 14 1
35 26 2
93 20 1
84 45 2
59 56 1
99 24 2
91 24 1
17 14 2
4 36 1
92 66 2
67 39 1
77 60 2
21 88 1
48 56 2
2 88 1
21 34 2
40 56 1
73 97 2
62 3 1
9 41 2
84 24 1
11 67 2
43 46 1
95 76 2
67 12 1
64 67 2
11 56 1
39 46 2
81 9 1
88 62 2
24 3 1
2 31 2
17 17 1
13 87 2
85 19 1
45 42 2
91 29 1
1 21 2
18 41 1
41 37 2
77 34 1
38 21 2
28 74 1
86 34 2
0 41 1
85 6 2
8 33 1
78 15 2
76 33 1
14 22 2
3 34 1
97 85 2
30 88 1
41 45 2
45 49 1
60 60 2
87 58 1
58 33 2
70 92 1
9 80 2
51 63 1
0 78 2
28 40 1
35 89 2
48 30 1
85 7 2
94 47 1
74 9 2
69 68 1
40 47 2
82 15 1
17 37 2
80 77 1
13 72 2
67 82 1
51 13 2
85 70 1
40 27 2
7 14 1
26 16 2
37 26 1
38 63 2
86 67 1
86 41 2
93 63 1
14 52 2
51 68 1
79 1 2
98 54 1
72 49 2
70 23 1
26 15 2
87 76 1
64 53 2
33 36 1
91 93 2
23 62 1
96 75 2
65 8 1
66 23 2
50 12 1
25 97 2
19 19 1
86 38 2
65 63 1
33 80 2
18 55 1
90 59 2
50 35 1
20 9 2
57 59 1
65 92 2
52 58 1
12 0 2
73 36 1
47 58 2
95 80 1
42 59 2
1 32 1
2 26 2
39 54 1
68 92 2
23 58 1
87 63 2
34 52 1
60 19 2
51 47 1
80 25 2
17 59 1
14 9 2
81 54 1
21 27 2
99 17 1
82 96 2
60 53 1
89 77 2
10 49 1
58 98 2
11 47 1
90 24 2
0 16 1
87 19 2
26 28 1
38 41 2
30 15 1
5 49 2
14 46 1
0 27 2
60 88 1
53 19 2
40 50 1
92 5 2
10 34 1
41 67 2
94 71 1
50 28 2
39 26 1
93 45 2
30 29 1
94 53 2
39 52 1
94 2 2
39 80 1
97 43 2
11 38 1
26 3 2
81 67 1
33 8 2
38 88 1
87 15 2
9 22 1
40 67 2
74 36 1
21 63 2
58 88 1
51 23 2
94 93 1
72 67 2
94 63 1
66 26 2
73 29 1
14 10 2
12 21 1
47 89 2
82 64 1
82 94 2
39 48 1
19 97 2
11 10 1
90 43 2
52 79 1
10 58 2
51 45 1
24 73 2
11 93 1
69 9 2
73 85 1
20 99 2
23 42 1
23 30 2
24 90 1
5 61 2
38 28 1
95 96 2
58 78 1
41 27 2
50 44 1
66 59 2
58 71 1
54 51 2
95 37 1
88 93 2
27 51 1
47 74 2
29 94 1
70 80 2
88 83 1
34 6 2
13 16 1
73 45 2
93 74 1
32 18 2
36 17 1
90 21 2
6 61 1
18 79 2
25 83 1
1 44 2
48 21 1
34 11 2
76 79 1
75 33 2
22 32 1
38 12 2
79 31 1
14 56 2
30 45 1
38 80 2
56 74 1
80 60 2
6 88 1
4 18 2
15 65 1
61 95 2
15 14 1
21 84 2
23 5 1
21 83 2
3 30 1
36 96 2
59 59 1
47 13 2
52 49 1
70 72 2
56 73 1
59 18 2
84 42 1
81 82 2
20 89 1
11 48 2
24 35 1
4 60 2
42 29 1
53 83 2
27 66 1
17 41 2
83 98 1
97 86 2
88 12 1
33 62 2
9 43 1
69 57 2
3 6 1
23 87 2
37 56 1
69 3 2
76 49 1
2 12 2
24 85 1
37 89 2
58 31 1
37 12 2
15 49 1
80 50 2
11 58 1
63 39 2
76 64 1
99 47 2
8 74 1
85 55 2
15 15 1
32 23 2
70 33 1
99 16 2
61 24 1
95 95 2
75 71 1
99 62 2
48 14 1
62 67 2
70 13 1
95 28 2
44 8 1
26 58 2
95 3 1
13 32 2
81 61 1
99 52 2
0 58 1
17 44 2
78 36 1
75 54 2
62 23 1
38 17 2
52 68 1
29 72 2
55 78 1
51 35 2
85 14 1
35 0 2
71 42 1
6 4 2
35 83 1
46 0 2
43 47 1
8 95 2
86 36 1
30 38 2
7 33 1
97 92 2
73 99 1
40 3 2
43 17 1
19 63 2
79 50 1
64 91 2
32 26 1
68 46 2
90 50 1
36 68 2
86 52 1
77 16 2
95 0 1
50 90 2
31 44 1
3 40 2
83 35 1
95 98 2
12 1 1
87 69 2
9 94 1
66 51 2
97 22 1
96 28 2
19 91 1
79 76 2
90 72 1
12 3 2
3 17 1
26 22 2
93 12 1
27 81 2
61 75 1
70 82 2
47 8 1
37 18 2
42 63 1
41 61 2
85 91 1
26 13 2
95 85 1
3 42 2
92 8 1
9 64 2
83 86 1
31 57 2
7 26 1
56 38 2
57 7 1
11 98 2
68 98 1
68 62 2
89 60 1
35 19 2
42 68 1
19 13 2
82 3 1
12 42 2
81 20 1
22 15 2
48 42 1
80 23 2
19 68 1
75 77 2
56 39 1
17 6 2
7 51 1
49 68 2
60 57 1
69 86 2
24 71 1
23 84 2
18 9 1
11 43 2
17 25 1
86 31 2
38 76 1
13 40 2
72 68 1
82 18 2
67 92 1
45 16 2
0 37 1
41 3 2
11 72 1
2 87 2
77 28 1
89 95 2
15 51 1
0 88 2
57 43 1
72 71 2
14 69 1
91 85 2
15 50 1
19 49 2
41 14 1
70 45 2
17 54 1
38 47 2
94 9 1
61 6 2
87 39 1
65 10 2
83 73 1
97 0 2
93 75 1
37 67 2
7 28 1
98 66 2
54 57 1
93 19 2
34 81 1
40 39 2
59 79 1
8 66 2
54 48 1
1 90 2
13 37 1
0 46 2
20 1 1
47 73 2
47 43 1
66 63 2
61 98 1
65 4 2
80 45 1
27 17 2
32 72 1
16 42 2
16 0 1
50 99 2
21 1 1
85 74 2
80 83 1
0 74 2
94 1 1
65 72 2
11 7 1
72 60 2
75 18 1
20 98 2
58 24 1
47 33 2
81 43 1
66 31 2
59 77 1
64 0 2
46 19 1
47 6 2
54 62 1
83 91 2
66 58 1
4 19 2
60 64 1
44 22 2
8 27 1
19 80 2
59 68 1
3 18 2
29 48 1
26 32 2
87 75 1
70 79 2
